vendor,product_area,release_date,title,description,source_url,source_type,topic_category,is_breaking_change,confidence
Anthropic,Claude,2026-02-24,Cowork plugins and admin controls,"We launched a new plugin marketplace and admin controls for Team and Enterprise plans. For more information, refer to these articles:
- Manage Cowork plugins for your organization
- Use plugins in Cowork",https://support.claude.com/en/articles/12138966-release-notes,release_notes,model release,False,high
Anthropic,Claude Code,2026-02-24,Claude Code 2.1.52,VS Code: Fixed extension crash on Windows (“command ‘claude-vscode.editor.openLast’ not found”),https://code.claude.com/docs/en/changelog,changelog,agent/tooling,False,high
Anthropic,Claude Code,2026-02-24,Claude Code 2.1.51,"Added claude remote-control subcommand for external builds, enabling local environment serving for all users. Updated plugin marketplace default git timeout from 30s to 120s and added CLAUDE_CODE_PLUGIN_GIT_TIMEOUT_MS to configure. Added support for custom npm registries and specific version pinning when installing plugins from npm sources BashTool now skips login shell ( -l flag) by default when a shell snapshot is available, improving command execution performance. Previously this required set",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,False,high
Anthropic,Claude Code,2026-02-20,Claude Code 2.1.50,"Added support for startupTimeout configuration for LSP servers Added WorktreeCreate and WorktreeRemove hook events, enabling custom VCS setup and teardown when agent worktree isolation creates or removes worktrees. Fixed a bug where resumed sessions could be invisible when the working directory involved symlinks, because the session storage path was resolved at different times during startup. Also fixed session data loss on SSH disconnect by flushing session data before hooks and analytics in th",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,False,high
Anthropic,Claude Code,2026-02-19,Claude Code 2.1.49,"Improved MCP OAuth authentication with step-up auth support and discovery caching, reducing redundant network requests during server connections Added --worktree ( -w ) flag to start Claude in an isolated git worktree Subagents support isolation: ""worktree"" for working in a temporary git worktree Added Ctrl+F keybinding to kill background agents (two-press confirmation) Agent definitions support background: true to always run as a background task Plugins can ship settings.json for default config",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,False,high
Google,Gemini API,2026-02-19,"ReleasedGemini 3.1 Pro Preview, our latest iteration in
the new Gemini 3 series family.","ReleasedGemini 3.1 Pro Preview, our latest iteration in
the new Gemini 3 series family.",https://ai.google.dev/gemini-api/docs/changelog,changelog,model release,False,high
Google,Gemini API,2026-02-19,"Launched a separate endpointgemini-3.1-pro-preview-customtools, which is
better at prioritizing custom tools, for users ","Launched a separate endpointgemini-3.1-pro-preview-customtools, which is
better at prioritizing custom tools, for users building with a mix of bash
and tools.",https://ai.google.dev/gemini-api/docs/changelog,changelog,model release,False,high
Anthropic,Claude Code,2026-02-18,Claude Code 2.1.47,"Fixed FileWriteTool line counting to preserve intentional trailing blank lines instead of stripping them with trimEnd() . Fixed Windows terminal rendering bugs caused by os.EOL ( \r\n ) in display code — line counts now show correct values instead of always showing 1 on Windows. Improved VS Code plan preview: auto-updates as Claude iterates, enables commenting only when the plan is ready for review, and keeps the preview open when rejecting so Claude can revise. Fixed a bug where bold and colore",https://code.claude.com/docs/en/changelog,changelog,deprecation,True,high
Anthropic,Claude Code,2026-02-18,Claude Code 2.1.46,Fixed orphaned CC processes after terminal disconnect on macOS Added support for using claude.ai MCP connectors in Claude Code,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,False,high
Google,Gemini API,2026-02-18,"Deprecation announcement: The following models will beshut downJune 1, 2026:gemini-2.0-flashgemini-2.0-flash-001gemini-2","Deprecation announcement: The following models will beshut downJune 1, 2026:gemini-2.0-flashgemini-2.0-flash-001gemini-2.0-flash-litegemini-2.0-flash-lite-001",https://ai.google.dev/gemini-api/docs/changelog,changelog,deprecation,True,high
Anthropic,Claude,2026-02-17,Claude Sonnet 4.6 launch,"We launched our most capable Sonnet model yet, with a full upgrade of the model’s skills across coding, computer use, long-context reasoning, agent planning, knowledge work, and design. Sonnet 4.6 also features a 1M token context window in beta. Read our blog post for more information:Introducing Claude Sonnet 4.6.",https://support.claude.com/en/articles/12138966-release-notes,release_notes,model release,False,high
Anthropic,Claude Code,2026-02-17,Claude Code 2.1.45,"Added support for Claude Sonnet 4.6 Added support for reading enabledPlugins and extraKnownMarketplaces from --add-dir directories Added spinnerTipsOverride setting to customize spinner tips — configure tips with an array of custom tip strings, and optionally set excludeDefault: true to show only your custom tips instead of the built-in ones Added SDKRateLimitInfo and SDKRateLimitEvent types to the SDK, enabling consumers to receive rate limit status updates including utilization, reset times, a",https://code.claude.com/docs/en/changelog,changelog,model release,False,high
Google,Gemini API,2026-02-17,The following models areshut down:gemini-2.5-flash-preview-09-25imagen-4.0-generate-preview-06-06imagen-4.0-ultra-genera,The following models areshut down:gemini-2.5-flash-preview-09-25imagen-4.0-generate-preview-06-06imagen-4.0-ultra-generate-preview-06-06,https://ai.google.dev/gemini-api/docs/changelog,changelog,model release,False,high
Anthropic,Claude Code,2026-02-16,Claude Code 2.1.44,Fixed ENAMETOOLONG errors for deeply-nested directory paths Fixed auth refresh errors,https://code.claude.com/docs/en/changelog,changelog,coding,False,high
Anthropic,Claude Code,2026-02-16,Claude Code 2.1.43,Fixed AWS auth refresh hanging indefinitely by adding a 3-minute timeout Fixed spurious warnings for non-agent markdown files in .claude/agents/ directory Fixed structured-outputs beta header being sent unconditionally on Vertex/Bedrock,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,False,high
Anthropic,Claude,2026-02-13,Analytics API for Enterprise plans,"The Enterprise Analytics API provides programmatic access to usage and engagement data for Claude and Claude Code Remote usage within your organization. Data is aggregated per organization, per day, and each endpoint returns a snapshot for a single date that you specify. For more information, seeAccess usage data with the Analytics API.",https://support.claude.com/en/articles/12138966-release-notes,release_notes,coding,False,high
Anthropic,Claude Code,2026-02-13,Claude Code 2.1.42,Improved startup performance by deferring Zod schema construction Improved prompt cache hit rates by moving date out of system prompt Added one-time Opus 4.6 effort callout for eligible users Fixed /resume showing interrupt messages as session titles Fixed image dimension limit errors to suggest /compact,https://code.claude.com/docs/en/changelog,changelog,model release,False,high
Anthropic,Claude Code,2026-02-13,Claude Code 2.1.41,"Added guard against launching Claude Code inside another Claude Code session Fixed Agent Teams using wrong model identifier for Bedrock, Vertex, and Foundry customers Fixed a crash when MCP tools return image content during streaming Fixed /resume session previews showing raw XML tags instead of readable command names Improved model error messages for Bedrock/Vertex/Foundry users with fallback suggestions Fixed plugin browse showing misleading “Space to Toggle” hint for already-installed plugins",https://code.claude.com/docs/en/changelog,changelog,model release,False,high
Anthropic,Claude,2026-02-12,Self-serve Enterprise plans,"Previously, Enterprise plans were only available to customers working with our Sales team. Now, any organization can purchase an Enterprise plan directly on our website with no Sales conversation required. Self-serve Enterprise plans have a single seat type that includes access to Claude, Claude Code, and Cowork. For more information, refer toour blog postorWhat is the Enterprise plan?",https://support.claude.com/en/articles/12138966-release-notes,release_notes,agent/tooling,False,high
Anthropic,Claude Code,2026-02-10,Claude Code 2.1.39,Improved terminal rendering performance Fixed fatal errors being swallowed instead of displayed Fixed process hanging after session close Fixed character loss at terminal screen boundary Fixed blank lines in verbose transcript view,https://code.claude.com/docs/en/changelog,changelog,coding,False,high
Anthropic,Claude Code,2026-02-10,Claude Code 2.1.38,Fixed VS Code terminal scroll-to-top regression introduced in 2.1.37 Fixed Tab key queueing slash commands instead of autocompleting Fixed bash permission matching for commands using environment variable wrappers Fixed text between tool uses disappearing when not using streaming Fixed duplicate sessions when resuming in VS Code extension Improved heredoc delimiter parsing to prevent command smuggling Blocked writes to .claude/skills directory in sandbox mode,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,False,high
Anthropic,Claude Code,2026-02-07,Claude Code 2.1.37,Fixed an issue where /fast was not immediately available after enabling /extra-usage,https://code.claude.com/docs/en/changelog,changelog,coding,False,high
Anthropic,Claude Code,2026-02-07,Claude Code 2.1.36,Fast mode is now available for Opus 4.6. Learn more at https://code.claude.com/docs/en/fast-mode,https://code.claude.com/docs/en/changelog,changelog,model release,False,high
Anthropic,Claude Code,2026-02-06,Claude Code 2.1.34,Fixed a crash when agent teams setting changed between renders Fixed a bug where commands excluded from sandboxing (via sandbox.excludedCommands or dangerouslyDisableSandbox ) could bypass the Bash ask permission rule when autoAllowBashIfSandboxed was enabled,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,False,high
Anthropic,Claude Code,2026-02-06,Claude Code 2.1.33,"Fixed agent teammate sessions in tmux to send and receive messages Fixed warnings about agent teams not being available on your current plan Added TeammateIdle and TaskCompleted hook events for multi-agent workflows Added support for restricting which sub-agents can be spawned via Task(agent_type) syntax in agent “tools” frontmatter Added memory frontmatter field support for agents, enabling persistent memory with user , project , or local scope Added plugin name to skill descriptions and /skill",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,False,high
Anthropic,Claude,2026-02-05,Claude Opus 4.6 launch,"We’ve upgraded our smartest model and improved its coding skills. Read our blog post for more information:Introducing Claude Opus 4.6.
Introducing Claude for PowerPoint
Claude is now available as an add-in for PowerPoint. Read more here:Use Claude for PowerPoint.
Claude for Excel improvements
We’ve updated Claude for Excel so it uses Opus 4.6 and supports native Excel operations such as pivot table editing and conditional formatting. See our updated article for more information:Using Claude for ",https://support.claude.com/en/articles/12138966-release-notes,release_notes,model release,False,high
Anthropic,Claude Code,2026-02-05,Claude Code 2.1.32,"Claude Opus 4.6 is now available! Added research preview agent teams feature for multi-agent collaboration (token-intensive feature, requires setting CLAUDE_CODE_EXPERIMENTAL_AGENT_TEAMS=1) Claude now automatically records and recalls memories as it works Added “Summarize from here” to the message selector, allowing partial conversation summarization. Skills defined in .claude/skills/ within additional directories ( --add-dir ) are now loaded automatically. Fixed @ file completion showing incorr",https://code.claude.com/docs/en/changelog,changelog,model release,False,high
Anthropic,Claude Code,2026-02-04,Claude Code 2.1.31,"Added session resume hint on exit, showing how to continue your conversation later Added support for full-width (zenkaku) space input from Japanese IME in checkbox selection Fixed PDF too large errors permanently locking up sessions, requiring users to start a new conversation Fixed bash commands incorrectly reporting failure with “Read-only file system” errors when sandbox mode was enabled Fixed a crash that made sessions unusable after entering plan mode when project config in ~/.claude.json w",https://code.claude.com/docs/en/changelog,changelog,coding,False,high
Anthropic,Claude Code,2026-02-03,Claude Code 2.1.30,"Added pages parameter to the Read tool for PDFs, allowing specific page ranges to be read (e.g., pages: ""1-5"" ). Large PDFs (>10 pages) now return a lightweight reference when @ mentioned instead of being inlined into context. Added pre-configured OAuth client credentials for MCP servers that don’t support Dynamic Client Registration (e.g., Slack). Use --client-id and --client-secret with claude mcp add . Added /debug for Claude to help troubleshoot the current session Added support for addition",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,False,high
Anthropic,Claude Code,2026-01-31,Claude Code 2.1.29,Fixed startup performance issues when resuming sessions that have saved_hook_context,https://code.claude.com/docs/en/changelog,changelog,coding,False,high
Anthropic,Claude Code,2026-01-30,Claude Code 2.1.27,"Added tool call failures and denials to debug logs Fixed context management validation error for gateway users, ensuring CLAUDE_CODE_DISABLE_EXPERIMENTAL_BETAS=1 avoids the error Added --from-pr flag to resume sessions linked to a specific GitHub PR number or URL Sessions are now automatically linked to PRs when created via gh pr create Fixed /context command not displaying colored output Fixed status bar duplicating background task indicator when PR status was shown Windows: Fixed bash command ",https://code.claude.com/docs/en/changelog,changelog,coding,False,high
Anthropic,Claude Code,2026-01-29,Claude Code 2.1.25,"Fixed beta header validation error for gateway users on Bedrock and Vertex, ensuring CLAUDE_CODE_DISABLE_EXPERIMENTAL_BETAS=1 avoids the error",https://code.claude.com/docs/en/changelog,changelog,coding,False,high
Anthropic,Claude Code,2026-01-29,Claude Code 2.1.23,Added customizable spinner verbs setting ( spinnerVerbs ) Fixed mTLS and proxy connectivity for users behind corporate proxies or using client certificates Fixed per-user temp directory isolation to prevent permission conflicts on shared systems Fixed a race condition that could cause 400 errors when prompt caching scope was enabled Fixed pending async hooks not being cancelled when headless streaming sessions ended Fixed tab completion not updating the input field when accepting a suggestion Fi,https://code.claude.com/docs/en/changelog,changelog,coding,False,high
Google,Gemini API,2026-01-29,Launched support for the Computer Use tool ingemini-3-pro-previewandgemini-3-flash-preview.,Launched support for the Computer Use tool ingemini-3-pro-previewandgemini-3-flash-preview.,https://ai.google.dev/gemini-api/docs/changelog,changelog,model release,False,high
Anthropic,Claude Code,2026-01-28,Claude Code 2.1.22,Fixed structured outputs for non-interactive (-p) mode,https://code.claude.com/docs/en/changelog,changelog,coding,False,high
Anthropic,Claude Code,2026-01-28,Claude Code 2.1.21,Added support for full-width (zenkaku) number input from Japanese IME in option selection prompts Fixed shell completion cache files being truncated on exit Fixed API errors when resuming sessions that were interrupted during tool execution Fixed auto-compact triggering too early on models with large output token limits Fixed task IDs potentially being reused after deletion Fixed file search not working in VS Code extension on Windows Improved read/search progress indicators to show “Reading…” w,https://code.claude.com/docs/en/changelog,changelog,model release,False,high
Anthropic,Claude Code,2026-01-27,Claude Code 2.1.20,"Added arrow key history navigation in vim normal mode when cursor cannot move further Added external editor shortcut (Ctrl+G) to the help menu for better discoverability Added PR review status indicator to the prompt footer, showing the current branch’s PR state (approved, changes requested, pending, or draft) as a colored dot with a clickable link Added support for loading CLAUDE.md files from additional directories specified via --add-dir flag (requires setting CLAUDE_CODE_ADDITIONAL_DIRECTORI",https://code.claude.com/docs/en/changelog,changelog,coding,False,high
Anthropic,Claude Code,2026-01-23,Claude Code 2.1.19,"Added env var CLAUDE_CODE_ENABLE_TASKS , set to false to keep the old system temporarily Added shorthand $0 , $1 , etc. for accessing individual arguments in custom commands Fixed crashes on processors without AVX instruction support Fixed dangling Claude Code processes when terminal is closed by catching EIO errors from process.exit() and using SIGKILL as fallback Fixed /rename and /tag not updating the correct session when resuming from a different directory (e.g., git worktrees) Fixed resumin",https://code.claude.com/docs/en/changelog,changelog,coding,False,high
Anthropic,Claude Code,2026-01-23,Claude Code 2.1.18,"Added customizable keyboard shortcuts. Configure keybindings per context, create chord sequences, and personalize your workflow. Run /keybindings to get started. Learn more at https://code.claude.com/docs/en/keybindings",https://code.claude.com/docs/en/changelog,changelog,coding,False,high
Anthropic,Claude Code,2026-01-22,Claude Code 2.1.17,Fixed crashes on processors without AVX instruction support,https://code.claude.com/docs/en/changelog,changelog,coding,False,high
Anthropic,Claude Code,2026-01-22,Claude Code 2.1.16,"Added new task management system, including new capabilities like dependency tracking [VSCode] Added native plugin management support [VSCode] Added ability for OAuth users to browse and resume remote Claude sessions from the Sessions dialog Fixed out-of-memory crashes when resuming sessions with heavy subagent usage Fixed an issue where the “context remaining” warning was not hidden after running /compact Fixed session titles on the resume screen not respecting the user’s language setting [IDE]",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,False,high
Anthropic,Claude Code,2026-01-21,Claude Code 2.1.15,"Added deprecation notification for npm installations - run claude install or see https://docs.anthropic.com/en/docs/claude-code/getting-started for more options Improved UI rendering performance with React Compiler Fixed the “Context left until auto-compact” warning not disappearing after running /compact Fixed MCP stdio server timeout not killing child process, which could cause UI freezes",https://code.claude.com/docs/en/changelog,changelog,deprecation,True,high
Google,Gemini API,2026-01-21,Changed thelatestaliases:gemini-pro-latestswitched togemini-3-pro-previewgemini-flash-latestswitched togemini-3-flash-pr,Changed thelatestaliases:gemini-pro-latestswitched togemini-3-pro-previewgemini-flash-latestswitched togemini-3-flash-preview,https://ai.google.dev/gemini-api/docs/changelog,changelog,model release,False,high
Anthropic,Claude Code,2026-01-20,Claude Code 2.1.14,"Added history-based autocomplete in bash mode ( ! ) - type a partial command and press Tab to complete from your bash command history Added search to installed plugins list - type to filter by name or description Added support for pinning plugins to specific git commit SHAs, allowing marketplace entries to install exact versions Fixed a regression where the context window blocking limit was calculated too aggressively, blocking users at ~65% context usage instead of the intended ~98% Fixed memor",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,False,high
Anthropic,Claude Code,2026-01-17,Claude Code 2.1.12,Fixed message rendering bug,https://code.claude.com/docs/en/changelog,changelog,coding,False,high
Anthropic,Claude Code,2026-01-17,Claude Code 2.1.11,Fixed excessive MCP connection requests for HTTP/SSE transports,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,False,high
Anthropic,Claude Code,2026-01-17,Claude Code 2.1.10,"Added new Setup hook event that can be triggered via --init , --init-only , or --maintenance CLI flags for repository setup and maintenance operations Added keyboard shortcut ‘c’ to copy OAuth URL when browser doesn’t open automatically during login Fixed a crash when running bash commands containing heredocs with JavaScript template literals like ${index + 1} Improved startup to capture keystrokes typed before the REPL is fully ready Improved file suggestions to show as removable attachments in",https://code.claude.com/docs/en/changelog,changelog,coding,False,high
Anthropic,Claude,2026-01-16,Cowork research preview expanded to Pro plans,"Cowork is now available to Pro plan users on Claude Desktop (macOS only).
Claude Code access added to Team plan Standard seats
We’re now including Claude Code access with every Team plan standard seat. Refer to this article for more information:Purchasing and managing seats on Team plans.
Opus 4 and 4.1 deprecated from Claude and Claude Code
We’ve removed Claude Opus 4 and 4.1 from the Claude model selector and Claude Code. Refer to this article for further details and recommendations:Adapting t",https://support.claude.com/en/articles/12138966-release-notes,release_notes,deprecation,True,high
Anthropic,Claude Code,2026-01-16,Claude Code 2.1.9,"Added auto:N syntax for configuring the MCP tool search auto-enable threshold, where N is the context window percentage (0-100) Added plansDirectory setting to customize where plan files are stored Added external editor support (Ctrl+G) in AskUserQuestion “Other” input field Added session URL attribution to commits and PRs created from web sessions Added support for PreToolUse hooks to return additionalContext to the model Added ${CLAUDE_SESSION_ID} string substitution for skills to access the c",https://code.claude.com/docs/en/changelog,changelog,model release,False,high
Google,Gemini API,2026-01-15,"Deprecation announcement: The following models will beshut downFebruary 17, 2026:gemini-2.5-flash-preview-09-25imagen-4.","Deprecation announcement: The following models will beshut downFebruary 17, 2026:gemini-2.5-flash-preview-09-25imagen-4.0-generate-preview-06-06imagen-4.0-ultra-generate-preview-06-06",https://ai.google.dev/gemini-api/docs/changelog,changelog,deprecation,True,high
Google,Gemini API,2026-01-15,Thegemini-2.5-flash-image-previewmodel has been shut down.,Thegemini-2.5-flash-image-previewmodel has been shut down.,https://ai.google.dev/gemini-api/docs/changelog,changelog,model release,False,high
Anthropic,Claude Code,2026-01-14,Claude Code 2.1.7,"Added showTurnDuration setting to hide turn duration messages (e.g., “Cooked for 1m 6s”) Added ability to provide feedback when accepting permission prompts Added inline display of agent’s final response in task notifications, making it easier to see results without reading the full transcript file Fixed security vulnerability where wildcard permission rules could match compound commands containing shell operators Fixed false “file modified” errors on Windows when cloud sync tools, antivirus sca",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,False,high
Google,Gemini API,2026-01-14,Thetext-embedding-004model has beenshut down.,Thetext-embedding-004model has beenshut down.,https://ai.google.dev/gemini-api/docs/changelog,changelog,model release,False,high
Anthropic,Claude Code,2026-01-13,Claude Code 2.1.6,"Added search functionality to /config command for quickly filtering settings Added Updates section to /doctor showing auto-update channel and available npm versions (stable/latest) Added date range filtering to /stats command - press r to cycle between Last 7 days, Last 30 days, and All time Added automatic discovery of skills from nested .claude/skills directories when working with files in subdirectories Added context_window.used_percentage and context_window.remaining_percentage fields to sta",https://code.claude.com/docs/en/changelog,changelog,coding,False,high
Google,Gemini API,2026-01-13,"Added 4k output resolutions forVeoand more 
support for portrait videos in all resolutions.","Added 4k output resolutions forVeoand more 
support for portrait videos in all resolutions.",https://ai.google.dev/gemini-api/docs/changelog,changelog,coding,False,high
Anthropic,Claude,2026-01-12,Cowork research preview on Claude Desktop (macOS only) for Max plans,"Cowork brings Claude Code's agentic capabilities to the Claude desktop app for knowledge work beyond coding. It runs locally on your computer in an isolated VM, enabling direct access to local files and MCP integrations.
Refer to this article to learn more:Getting started with Cowork.
Health and fitness data on Claude Mobile
Claude can now read and analyze your health and fitness data on iOS and Android. Ask Claude about your activity patterns, workout trends, sleep quality, and more—Claude will",https://support.claude.com/en/articles/12138966-release-notes,release_notes,agent/tooling,False,high
Anthropic,Claude Code,2026-01-12,Claude Code 2.1.5,"Added CLAUDE_CODE_TMPDIR environment variable to override the temp directory used for internal temp files, useful for environments with custom temp directory requirements",https://code.claude.com/docs/en/changelog,changelog,coding,False,high
Google,Gemini API,2026-01-12,"Launched model lifecycle feature. Some models will now specify the lifecycle
stage and deprecation timeline. See the fol","Launched model lifecycle feature. Some models will now specify the lifecycle
stage and deprecation timeline. See the following documentation for more
information:Model stages",https://ai.google.dev/gemini-api/docs/changelog,changelog,deprecation,True,high
Anthropic,Claude Code,2026-01-11,Claude Code 2.1.4,Added CLAUDE_CODE_DISABLE_BACKGROUND_TASKS environment variable to disable all background task functionality including auto-backgrounding and the Ctrl+B shortcut Fixed “Help improve Claude” setting fetch to refresh OAuth and retry when it fails due to a stale OAuth token,https://code.claude.com/docs/en/changelog,changelog,coding,False,high
Anthropic,Claude Code,2026-01-09,Claude Code 2.1.3,"Merged slash commands and skills, simplifying the mental model with no change in behavior Added release channel ( stable or latest ) toggle to /config Added detection and warnings for unreachable permission rules, with warnings in /doctor and after saving rules that include the source of each rule and actionable fix guidance Fixed plan files persisting across /clear commands, now ensuring a fresh plan file is used after clearing a conversation Fixed false skill duplicate detection on filesystems",https://code.claude.com/docs/en/changelog,changelog,model release,False,high
Anthropic,Claude Code,2026-01-09,Claude Code 2.1.2,"Added source path metadata to images dragged onto the terminal, helping Claude understand where images originated Added clickable hyperlinks for file paths in tool output in terminals that support OSC 8 (like iTerm) Added support for Windows Package Manager (winget) installations with automatic detection and update instructions Added Shift+Tab keyboard shortcut in plan mode to quickly select “auto-accept edits” option Added FORCE_AUTOUPDATE_PLUGINS environment variable to allow plugin autoupdate",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,False,high
Google,Gemini API,2026-01-08,"Launched support for Cloud Storage buckets and any public and private DB
pre-signed URL as data input source for the Gem","Launched support for Cloud Storage buckets and any public and private DB
pre-signed URL as data input source for the Gemini API. The file size limit
has also increased from 20MB to 100MB. For details, seeFile input methods
guide.",https://ai.google.dev/gemini-api/docs/changelog,changelog,model release,False,high
Anthropic,Claude Code,2026-01-07,Claude Code 2.1.0,"Added automatic skill hot-reload - skills created or modified in ~/.claude/skills or .claude/skills are now immediately available without restarting the session Added support for running skills and slash commands in a forked sub-agent context using context: fork in skill frontmatter Added support for agent field in skills to specify agent type for execution Added language setting to configure Claude’s response language (e.g., language: “japanese”) Changed Shift+Enter to work out of the box in iT",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,False,high
Anthropic,Claude Code,2026-01-07,Claude Code 2.0.76,Fixed issue with macOS code-sign warning when using Claude in Chrome integration,https://code.claude.com/docs/en/changelog,changelog,coding,False,high
Anthropic,Claude Code,2026-01-07,Claude Code 2.0.75,Minor bugfixes,https://code.claude.com/docs/en/changelog,changelog,coding,False,high
Anthropic,Claude Code,2025-12-19,Claude Code 2.0.74,"Added LSP (Language Server Protocol) tool for code intelligence features like go-to-definition, find references, and hover documentation Added /terminal-setup support for Kitty, Alacritty, Zed, and Warp terminals Added ctrl+t shortcut in /theme to toggle syntax highlighting on/off Added syntax highlighting info to theme picker Added guidance for macOS users when Alt shortcuts fail due to terminal configuration Fixed skill allowed-tools not being applied to tools invoked by the skill Fixed Opus 4",https://code.claude.com/docs/en/changelog,changelog,model release,False,high
Anthropic,Claude Code,2025-12-19,Claude Code 2.0.73,"Added clickable [Image #N] links that open attached images in the default viewer Added alt-y yank-pop to cycle through kill ring history after ctrl-y yank Added search filtering to the plugin discover screen (type to filter by name, description, or marketplace) Added support for custom session IDs when forking sessions with --session-id combined with --resume or --continue and --fork-session Fixed slow input history cycling and race condition that could overwrite text after message submission Im",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,False,high
Google,Gemini API,2025-12-19,"Introduced a breaking change to the Interactions API public preview in
v1beta. Thetotal_reasoning_tokensfield has been r","Introduced a breaking change to the Interactions API public preview in
v1beta. Thetotal_reasoning_tokensfield has been renamed tototal_thought_tokensto better align with the concept of ""thoughts"" in
thinking models.",https://ai.google.dev/gemini-api/docs/changelog,changelog,model release,True,high
Anthropic,Claude,2025-12-18,"Skills for organizations, partners, and the ecosystem","In October, we introduced skills—a way to teach Claude repeatable workflows tailored to how you work. Skills are now easier to deploy, discover, and build withorganization-wide management for Team and Enterprise plans, adirectoryof partner-built skills, and an open standard (Agent Skills) so skills work across AI platforms.
Claude in Chrome updates
Claude in Chrome is now available in beta to all paid plan subscribers, including Pro, Team, and Enterprise plans.
- Claude Code integration:Build in",https://support.claude.com/en/articles/12138966-release-notes,release_notes,agent/tooling,False,high
Anthropic,Claude Code,2025-12-17,Claude Code 2.0.72,Added Claude in Chrome (Beta) feature that works with the Chrome extension ( https://claude.ai/chrome ) to let you control your browser directly from Claude Code Reduced terminal flickering Added scannable QR code to mobile app tip for quick app downloads Added loading indicator when resuming conversations for better feedback Fixed /context command not respecting custom system prompts in non-interactive mode Fixed order of consecutive Ctrl+K lines when pasting with Ctrl+Y Improved @ mention file,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,False,high
Google,Gemini API,2025-12-17,"Launched Gemini 3 Flash Preview,gemini-3-flash-preview, delivering fast
frontier-class performance that rivals larger mo","Launched Gemini 3 Flash Preview,gemini-3-flash-preview, delivering fast
frontier-class performance that rivals larger models at a fraction of the
cost. With upgraded visual and spatial reasoning, and agentic coding
capabilities. Read the documentation on some new features, including:Multimodal function responsesCode execution with images",https://ai.google.dev/gemini-api/docs/changelog,changelog,model release,False,high
Anthropic,Claude Code,2025-12-16,Claude Code 2.0.71,"Added /config toggle to enable/disable prompt suggestions Added /settings as an alias for the /config command Fixed @ file reference suggestions incorrectly triggering when cursor is in the middle of a path Fixed MCP servers from .mcp.json not loading when using --dangerously-skip-permissions Fixed permission rules incorrectly rejecting valid bash commands containing shell glob patterns (e.g., ls *.txt , for f in *.png ) Bedrock: Environment variable ANTHROPIC_BEDROCK_BASE_URL is now respected f",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,False,high
Anthropic,Claude Code,2025-12-15,Claude Code 2.0.70,"Added Enter key to accept and submit prompt suggestions immediately (tab still accepts for editing) Added wildcard syntax mcp__server__* for MCP tool permissions to allow or deny all tools from a server Added auto-update toggle for plugin marketplaces, allowing per-marketplace control over automatic updates Added current_usage field to status line input, enabling accurate context window percentage calculations Fixed input being cleared when processing queued commands while the user was typing Fi",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,False,high
Anthropic,Claude Code,2025-12-13,Claude Code 2.0.69,Minor bugfixes,https://code.claude.com/docs/en/changelog,changelog,coding,False,high
Anthropic,Claude Code,2025-12-12,Claude Code 2.0.68,"Fixed IME (Input Method Editor) support for languages like Chinese, Japanese, and Korean by correctly positioning the composition window at the cursor Fixed a bug where disallowed MCP tools were visible to the model Fixed an issue where steering messages could be lost while a subagent is working Fixed Option+Arrow word navigation treating entire CJK (Chinese, Japanese, Korean) text sequences as a single word instead of navigating by word boundaries Improved plan mode exit UX: show simplified yes",https://code.claude.com/docs/en/changelog,changelog,model release,False,high
Anthropic,Claude Code,2025-12-12,Claude Code 2.0.67,Thinking mode is now enabled by default for Opus 4.5 Thinking mode configuration has moved to /config Added search functionality to /permissions command with / keyboard shortcut for filtering rules by tool name Show reason why autoupdater is disabled in /doctor Fixed false “Another process is currently updating Claude” error when running claude update while another instance is already on the latest version Fixed MCP servers from .mcp.json being stuck in pending state when running in non-interact,https://code.claude.com/docs/en/changelog,changelog,model release,False,high
Google,Gemini API,2025-12-12,"Releasedgemini-2.5-flash-native-audio-preview-12-2025,
a new native audio model for the Live API. This update improves t","Releasedgemini-2.5-flash-native-audio-preview-12-2025,
a new native audio model for the Live API. This update improves the model's
ability to handle complex workflows. To learn more, see theLive API guideandGemini 2.5 Flash Native Audio.",https://ai.google.dev/gemini-api/docs/changelog,changelog,model release,False,high
